season_id,season_title,season_start_date,season_end_date,datetext,season_type,ente_produttore,organizer_name,organizer_id,linked_production,linked_production_ids,fullpath,published,creationDate,modificationDate
32338,Tournée e Concerti extra 2014,2014-05-24,2014-08-26,24-05-2014 - 26-08-2014,opera e balletto,/Voci di autorità/Enti/Internationale Maifestspiele Wiesbaden (21589),Internationale Maifestspiele Wiesbaden,21589,,,/Cronologia (52555)/Tournée e Concerti extra 2014 (32338),1,1720187406,1749115758
32339,Stagione d’Opera e di Balletto 2014-2015,2014-09-30,2015-07-26,30-09-2014 - 26-07-2015,opera e balletto,,,,"/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/1 Messa da Requiem (33036),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/10 Turco in Italia, Il (33072),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/11 Puritani, I (33077),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/12 Hänsel e Gretel (33079),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/13 Faust (33082),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/14 Bohème, La (33085),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/15 Barbiere di Siviglia, Il (33086),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/16 Traviata, La (33087),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/17 Norma (33088),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/2 Otello (33046),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/3 Giulio Cesare in Egitto (33059),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/4 Giselle (33062),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/5 Don Chisciotte (33063),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/6 Roberto Bolle and Friends (33064),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/7 Goyescas (33065),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/8 Suor Angelica (33066),/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339)/9 Nozze di Figaro, Le (33068)","33036,33072,33077,33079,33082,33085,33086,33087,33088,33046,33059,33062,33063,33064,33065,33066,33068",/Cronologia (52555)/Stagione d’Opera e di Balletto 2014-2015 (32339),1,1720187406,1749115758
32340,I Concerti 2014-2015,2014-10-16,2015-05-18,16-10-2014 - 18-05-2015,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/I Concerti 2014-2015 (32340)/1 Aimez-vous Brahms? (33054),/Cronologia (52555)/I Concerti 2014-2015 (32340)/10 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33120),/Cronologia (52555)/I Concerti 2014-2015 (32340)/11 Gianandrea Noseda. Orchestra del Teatro Regio (33121),/Cronologia (52555)/I Concerti 2014-2015 (32340)/5 Ottavio Dantone. Orchestra del Teatro Regio (33115),/Cronologia (52555)/I Concerti 2014-2015 (32340)/6 Nicola Luisotti. Orchestra e Coro del Teatro Regio (33116),/Cronologia (52555)/I Concerti 2014-2015 (32340)/7 Lü Jia. Filarmonica Teatro Regio Torino (33117),/Cronologia (52555)/I Concerti 2014-2015 (32340)/8 Yutaka Sado. Filarmonica Teatro Regio Torino (33118),/Cronologia (52555)/I Concerti 2014-2015 (32340)/9 Pinchas Steinberg. Orchestra del Teatro Regio (33119)","33054,33120,33121,33115,33116,33117,33118,33119",/Cronologia (52555)/I Concerti 2014-2015 (32340),1,1720187406,1749115758
32341,La Scuola all’Opera - Al Regio in Famiglia 2014-2015,2014-12-04,2015-05-12,04-12-2014 - 12-05-2015,opera e balletto,,,,"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/1 Valzer a tempo di guerra (33060),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/2 Brundibár (33061),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/3 Nozze di Figaro raccontate ai ragazzi, Le (33069),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/4 Paesaggi sonori. La musica è di tutti e si può fare con tutto (piccolo popolo - fievoli fiabole frivole) (33071),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/5 MiloeMaya (33073),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/6 Viaggio di Milo e Maya, Il (33078),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/7 Hänsel e Gretel (33080),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341)/7 Scarpetta perduta, La (33084)","33060,33061,33069,33071,33073,33078,33080,33084",/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2014-2015 (32341),1,1720187406,1749115758
32342,Tournée e Concerti extra 2015,,,,,,,,,,/Cronologia (52555)/Tournée e Concerti extra 2015 (32342),1,1720187406,1749115765
32343,Stagione d’Opera e Balletto 2015-2016,2015-10-14,2016-07-03,14-10-2015 - 03-07-2016,opera e balletto,,,,"/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/1 Aida (33619),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/12 Lucia di Lammermoor (33626),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/13 Pollicino (33159),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/14 Carmen (33160),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/2 Didone ed Enea (33101),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/3 Anna Karenina (33102),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/4 Onegin (33103),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/5 Carmina Burana (33104),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/7 Piccola volpe astuta, La (33106),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/8 Tosca (33620),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/9 Cats (33109),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/Roberto Bolle and Friends (33105)","33619,33130,33133,33626,33159,33160,33101,33102,33103,33104,33106,33620,33109,33105",/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343),1,1720187406,1749115759
32344,La Scuola all’Opera - Al Regio in Famiglia 2012-2013,2012-12-18,2013-05-11,18-12-2012 - 11-05-2013,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/1 Natale con l’Orchestra (33093),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/2 Children’s Crusade (33094),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/3 Barock ‘n’ Roll (33095),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/4 Piccolo spazzacamino, Il (33096),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/5 Olandese volante ovvero Il sogno del mare, L’ (33097),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/6 Vascello incantato, Il (33098),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344)/Aiutiamo Sam! (33099)","33093,33094,33095,33096,33097,33098,33099",/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2012-2013 (32344),1,1720187406,1749115757
32345,I Concerti 2015-2016,2015-10-24,2016-05-16,24-10-2015 - 16-05-2016,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441),/Voci di autorità/Enti/Filarmonica Teatro Regio Torino (25601)",Filarmonica Teatro Regio Torino,25601,"/Cronologia (52555)/I Concerti 2015-2016 (32345)/1 Gianandrea Noseda. Orchestra e Coro del Teatro Regio (33624),/Cronologia (52555)/I Concerti 2015-2016 (32345)/2 Yutaka Sado. Filarmonica Teatro Regio Torino (33122),/Cronologia (52555)/I Concerti 2015-2016 (32345)/3 Antonello Manacorda. Orchestra e Coro del Teatro Regio (33123),/Cronologia (52555)/I Concerti 2015-2016 (32345)/4 Jan Latham-Koenig. Orchestra e Coro del Teatro Regio (33124),/Cronologia (52555)/I Concerti 2015-2016 (32345)/5 Gala Verdi-Wagner. Roberto Abbado. Orchestra e Coro del Teatro Regio (33125),/Cronologia (52555)/I Concerti 2015-2016 (32345)/6 Stefano Montanari. Filarmonica Teatro Regio Torino (33132),/Cronologia (52555)/I Concerti 2015-2016 (32345)/7 Karl-Heinz Steffens. Orchestra del Teatro Regio (33134),/Cronologia (52555)/I Concerti 2015-2016 (32345)/8 Fabio Luisi. Orchestra del Teatro Regio (33135),/Cronologia (52555)/I Concerti 2015-2016 (32345)/9 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33155)","33624,33122,33123,33124,33125,33132,33134,33135,33155",/Cronologia (52555)/I Concerti 2015-2016 (32345),1,1720187406,1749115759
32346,La Scuola all’Opera - Al Regio in Famiglia 2015-2016,2015-12-18,2016-05-31,18-12-2015 - 31-05-2016,,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/1 Carmina Burana (33108),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/2 Musica degenerata (33107),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/3 Cenerentola raccontata ai ragazzi, La (33131),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/4 T come… Turandot! (33136),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Nessun dorma! Briciole di Turandot (33151),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/7 Pollicino (33153)","33108,33107,33131,33136,33151,33137,33153",/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346),1,1720187406,1749115759
32347,Tournée e Concerti extra 2016,,,,,,,,,,/Cronologia (52555)/Tournée e Concerti extra 2016 (32347),1,1720187406,1749115770
32348,Festival Casella 11-24 aprile 2016,2016-04-11,2016-04-24,11-04-2016 - 24-04-2016,attività collaterali,"/Voci di autorità/Enti/Città di Torino (11338),/Voci di autorità/Enti/Teatro Regio, Torino (6441),/Voci di autorità/Enti/Filarmonica Teatro Regio Torino (25601),/Voci di autorità/Enti/Accademia di Canto Corale “Stefano Tempia”, Torino (22926),/Voci di autorità/Enti/Unione Musicale, Torino (21394),/Voci di autorità/Enti/Orchestra Sinfonica Nazionale della RAI, Torino (3864),/Voci di autorità/Enti/Associazione Concertante, Torino (21488),/Voci di autorità/Enti/Teatro Stabile, Torino (6434),/Voci di autorità/Enti/Museo Nazionale del Cinema, Torino (21053),/Voci di autorità/Enti/De Sono Associazione per la Musica, Torino (21496)","De Sono Associazione per la Musica, Torino",21496,"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/1 Favola di Orfeo, La (33138),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/10 La giara, da Pirandello al cinema (33157),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/2 Chez Misia Sert (33140),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/3 Omaggio a Casella (33143),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/4 Casella sinfonico (33149),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/5 Casella da camera (33150),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/6 Histoire du soldat, L’ (33152),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/7 Donna serpente, La (33154),/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/9 Pagine di guerra (33156)","33138,33157,33140,33143,33149,33150,33152,33154,33156",/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348),1,1720187406,1749115760
32349,MITO Settembre Musica 2012,2016-09-05,2016-09-23,05-09-2016 - 23-09-2016,concerti,"/Voci di autorità/Enti/Città di Torino (11338),/Voci di autorità/Enti/MITO Settembre Musica (21529),/Voci di autorità/Enti/Fondazione per la Cultura, Torino (25005)","Fondazione per la Cultura, Torino",25005,"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/1 C’era una volta… il Cinema (33144),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/2 Bellissime (33145),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/3 Bertrand de Billy. Orchestra e Coro del Teatro Regio (33146),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/4 Claudio Fenoglio. Coro del Teatro Regio (33147),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/5 Quartetto del Teatro Regio di Torino (33148)","33144,33145,33146,33147,33148",/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349),1,1720187406,1724846933
32350,Stagione d’Opera e Balletto 2016-2017,2016-10-12,2017-07-02,12-10-2016 - 02-07-2017,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/1 Bohème, La (33628),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/10 Macbeth (33242),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/2 Sansone e Dalila (33167),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/3 West Side Story (33169),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/4 Bella addormentata, La (33629),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/5 Pagliacci (33171),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/6 Katia Kabanova (33179),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/7 Manon Lescaut (33185),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/8 Incoronazione di Dario, L’ (33187),/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350)/9 Flauto magico, Il (33632)","33628,33242,33167,33169,33629,33171,33179,33185,33187,33632",/Cronologia (52555)/Stagione d’Opera e Balletto 2016-2017 (32350),1,1720187406,1749115760
32351,I Concerti 2016-2017,2016-10-22,2017-06-12,22-10-2016 - 12-06-2017,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441),/Voci di autorità/Enti/Filarmonica Teatro Regio Torino (25601)",Filarmonica Teatro Regio Torino,25601,"/Cronologia (52555)/I Concerti 2016-2017 (32351)/1 Gianandrea Noseda. Orchestra del Teatro Regio (33166),/Cronologia (52555)/I Concerti 2016-2017 (32351)/11 Asher Fisch. Orchestra del Teatro Regio (33252),/Cronologia (52555)/I Concerti 2016-2017 (32351)/12 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33251),/Cronologia (52555)/I Concerti 2016-2017 (32351)/2 Pinchas Steinberg. Orchestra e Coro del Teatro Regio (33168),/Cronologia (52555)/I Concerti 2016-2017 (32351)/3 Timothy Brock. Orchestra del Teatro Regio (33172),/Cronologia (52555)/I Concerti 2016-2017 (32351)/4 Nicola Luisotti. Orchestra del Teatro Regio (33173),/Cronologia (52555)/I Concerti 2016-2017 (32351)/5 Roland Böer. Orchestra e Coro del Teatro Regio (33174),/Cronologia (52555)/I Concerti 2016-2017 (32351)/6 Marco Angius. Orchestra del Teatro Regio (33182),/Cronologia (52555)/I Concerti 2016-2017 (32351)/6 Yutaka Sado. Filarmonica Teatro Regio Torino (33178),/Cronologia (52555)/I Concerti 2016-2017 (32351)/7 Gianandrea Noseda. Orchestra del Teatro Regio (33631),/Cronologia (52555)/I Concerti 2016-2017 (32351)/8 Gianandrea Noseda. Leonidas Kavakos. Orchestra del Teatro Regio (33262),/Cronologia (52555)/I Concerti 2016-2017 (32351)/8 Ottavio Dantone. Orchestra e Coro del Teatro Regio (33188),/Cronologia (52555)/I Concerti 2016-2017 (32351)/9 Michele Mariotti. Orchestra e Coro del Teatro Regio (33189)","33166,33252,33251,33168,33172,33173,33174,33182,33178,33631,33262,33188,33189",/Cronologia (52555)/I Concerti 2016-2017 (32351),1,1720187406,1749115761
32352,La Scuola all’Opera - Al Regio in Famiglia 2016-2017,2016-10-18,2017-05-25,18-10-2016 - 25-05-2017,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/1 Bohème, i ragazzi e l’amore (La) (33163),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/2 Tutti quanti voglion fare il jazz… anche a Natale! (33170),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/4 Settestella (33184),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/5 Vivaldi e Piazzolla, le otto Stagioni (33186),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/7 Flauto magico raccontato ai ragazzi, Il (33253),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/8 Flauto magico e una valigia piena di suoni, Un (33261),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352)/9 Sipari coraggiosi. Il flauto magico (33263)","33163,33170,33184,33186,33253,33261,33263",/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2016-2017 (32352),1,1720187406,1749115761
32353,Tournée e Concerti extra 2017,,,,,,,,,,/Cronologia (52555)/Tournée e Concerti extra 2017 (32353),1,1720187406,1749115779
32354,I Concerti Aperitivo 2011-2012,2011-11-20,2012-04-01,20-11-2011 - 01-04-2012,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,,,/Cronologia (52555)/I Concerti Aperitivo 2011-2012 (32354),1,1720187406,1749115755
32355,Stagione d’Opera e di Balletto 2017-2018,2017-10-10,2018-07-08,10-10-2017 - 08-07-2018,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/1 Tristan und Isolde (33190),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/10 Lombardi alla prima crociata, I (33197),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/11 Evita (33198),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/12 Segreto di Susanna, Il (33200),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/13 Voix humaine, La (33199),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/14 Nozze di Figaro, Le (33221),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/15 Don Giovanni (33222),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/16 Così fan tutte (33224),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/2 Falstaff (33191),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/3 Schiaccianoci, Lo (33633),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/4 Lago dei cigni, Il (33192),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/5 Roberto Bolle and Friends (33193),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/6 Turandot (33194),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/7 Salome (33634),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/8 Orfeo, L’ (33195),/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355)/9 Barbiere di Siviglia, Il (33196)","33190,33197,33198,33200,33199,33221,33222,33224,33191,33633,33192,33193,33194,33634,33195,33196",/Cronologia (52555)/Stagione d’Opera e di Balletto 2017-2018 (32355),1,1720187407,1749115762
32356,Stagione d’Opera 1919-1920,1919-12-27,1920-02-27,27-12-1919 - 27-02-1920,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’Opera 1919-1920 (32356)/4 Segreto di Susanna, Il (33201)",33201,/Cronologia (52555)/Stagione d’Opera 1919-1920 (32356),1,1720187407,1749115798
32357,Stagione d’Autunno 1947,1947-10-09,1947-11-09,09-10-1947 - 09-11-1947,opera e balletto,,,,"/Cronologia (52555)/Stagione d’Autunno 1947 (32357)/8 Segreto di Susanna, Il (33203)",33203,/Cronologia (52555)/Stagione d’Autunno 1947 (32357),1,1720187407,1749115810
32358,I Concerti 2017-2018,2017-10-21,2018-05-26,21-10-2017 - 26-05-2018,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441),/Voci di autorità/Enti/Filarmonica Teatro Regio Torino (25601)",Filarmonica Teatro Regio Torino,25601,"/Cronologia (52555)/I Concerti 2017-2018 (32358)/1 Gianandrea Noseda. Orchestra del Teatro Regio (33635),/Cronologia (52555)/I Concerti 2017-2018 (32358)/10 Sergey Galaktionov. Orchestra del Teatro Regio (33213),/Cronologia (52555)/I Concerti 2017-2018 (32358)/11 Michele Mariotti. Orchestra e Coro del Teatro Regio (33214),/Cronologia (52555)/I Concerti 2017-2018 (32358)/12 Alessandro Cadario. Orchestra e Coro del Teatro Regio (33204),/Cronologia (52555)/I Concerti 2017-2018 (32358)/13 #Antropocene (33205),/Cronologia (52555)/I Concerti 2017-2018 (32358)/2 Donato Renzetti. Filarmonica Teatro Regio Torino (33206),/Cronologia (52555)/I Concerti 2017-2018 (32358)/3 Marek Janowski. Orchestra del Teatro Regio (33207),/Cronologia (52555)/I Concerti 2017-2018 (32358)/4 Timothy Brock. Filarmonica Teatro Regio Torino (33208),/Cronologia (52555)/I Concerti 2017-2018 (32358)/5 Pinchas Steinberg. Orchestra e Coro del Teatro Regio (33209),/Cronologia (52555)/I Concerti 2017-2018 (32358)/6 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33210),/Cronologia (52555)/I Concerti 2017-2018 (32358)/7 Gianandrea Noseda. Orchestra del Teatro Regio (33636),/Cronologia (52555)/I Concerti 2017-2018 (32358)/8 Karl-Heinz Steffens. Orchestra del Teatro Regio (33211),/Cronologia (52555)/I Concerti 2017-2018 (32358)/9 Jérémie Rhorer. Orchestra del Teatro Regio (33212)","33635,33213,33214,33204,33205,33206,33207,33208,33209,33210,33636,33211,33212",/Cronologia (52555)/I Concerti 2017-2018 (32358),1,1720187407,1749115762
32359,Tournée e Concerti extra 2018,2018-05-25,2018-05-25,25-05-2018 - 25-05-2018,concerti,,,,,,/Cronologia (52555)/Tournée e Concerti extra 2018 (32359),1,1720187407,1749115762
32360,La Scuola all’Opera / Al Regio in famiglia 2017-2018,2017-10-18,2018-04-07,18-10-2017 - 07-04-2018,,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/3 Tutti quanti voglion fare il jazz… anche a Natale! (33226),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/4 Favola di Natale, La (33225),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/7 Ciottolino (33219),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/7 Mio primo Barbiere, Il (33220),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/8 Carnevale degli animali, Il (33217),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/8 Tutti dal Barbiere! (33218),/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360)/9 Riccioli di Barbiere. Il barbiere di Siviglia raccontato ai bambini (33216)","33226,33225,33219,33220,33217,33218,33216",/Cronologia (52555)/La Scuola all’Opera - Al Regio in famiglia 2017-2018 (32360),1,1720187407,1749115762
32361,Il Regio Itinerante 2017-2018,2017-10-01,2018-07-20,01-10-2017 - 20-07-2018,concerti,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,,,/Cronologia (52555)/Il Regio Itinerante 2017-2018 (32361),1,1720187407,1749115761
32362,Stagione d’Opera e di Balletto 2018-2019,2018-10-10,2019-07-07,10-10-2018 - 07-07-2019,opera e balletto,"/Voci di autorità/Enti/Teatro Regio, Torino (6441)","Teatro Regio, Torino",6441,"/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/1 Trovatore, Il (33638),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/10 Romeo e Giulietta (33281),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/11 Italiana in Algeri, L’ (33655),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/12 Giara, La (33294),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/13 Cavalleria rusticana (33295),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/14 Porgy and Bess (33297),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/2 Elisir d’amore, L’ (33640),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/3 Traviata, La (33645),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/4 Roberto Bolle and Friends (33245),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/5 Madama Butterfly (33249),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/6 Rigoletto (33650),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/7 Agnese (33270),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/8 Pinocchio (33272),/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362)/9 Sonnambula, La (33276)","33638,33281,33655,33294,33295,33297,33640,33645,33245,33249,33650,33270,33272,33276",/Cronologia (52555)/Stagione d’Opera e di Balletto 2018-2019 (32362),1,1720187407,1749115763
