"id";"Crediti artistici";"Crediti tecnici";"recite_collegate";"Id recite collegate";"fullpath";"composizioni_collegate";"Operator ObjectField Getter";"from";"to";"datetext";"source_id";"luogo_prima_rappresentazione";"edificio_prima_rappresentazione"
"33117";"[]";"[
    {
        ""identificativo"": 11047,
        ""Nome"": ""Fondazione CRT, Torino"",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/7 Lü Jia. Filarmonica Teatro Regio Torino (33117)/Lü Jia. Filarmonica Teatro Regio Torino (37856)";"37856";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/7 Lü Jia. Filarmonica Teatro Regio Torino (33117)";"";"";"2015-02-02";"2015-02-02";"02-02-2015 - 02-02-2015";"object_id_32239";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33118";"[]";"[
    {
        ""identificativo"": 26940,
        ""Nome"": ""Città di Torino - Assessorato allo sport e tempo libero"",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/8 Yutaka Sado. Filarmonica Teatro Regio Torino (33118)/Yutaka Sado. Filarmonica Teatro Regio Torino (37884)";"37884";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/8 Yutaka Sado. Filarmonica Teatro Regio Torino (33118)";"";"";"2015-02-23";"2015-02-23";"23-02-2015 - 23-02-2015";"object_id_32240";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33119";"[]";"[]";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/9 Pinchas Steinberg. Orchestra del Teatro Regio (33119)/Pinchas Steinberg. Orchestra del Teatro Regio (37919)";"37919";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/9 Pinchas Steinberg. Orchestra del Teatro Regio (33119)";"";"";"2015-03-26";"2015-03-26";"26-03-2015 - 26-03-2015";"object_id_32241";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33120";"[]";"[
    {
        ""identificativo"": 11047,
        ""Nome"": ""Fondazione CRT, Torino"",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/10 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33120)/Gianandrea Noseda. Filarmonica Teatro Regio Torino (37925)";"37925";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/10 Gianandrea Noseda. Filarmonica Teatro Regio Torino (33120)";"";"";"2015-04-13";"2015-04-13";"13-04-2015 - 13-04-2015";"object_id_32242";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33121";"[]";"[]";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/11 Gianandrea Noseda. Orchestra del Teatro Regio (33121)/Gianandrea Noseda. Orchestra del Teatro Regio (38083)";"38083";"/Cronologia (52555)/I Concerti 2014-2015 (32340)/11 Gianandrea Noseda. Orchestra del Teatro Regio (33121)";"";"";"2015-05-18";"2015-05-18";"18-05-2015 - 18-05-2015";"object_id_32243";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33122";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/2 Yutaka Sado. Filarmonica Teatro Regio Torino (33122)/Yutaka Sado. Filarmonica Teatro Regio Torino (38163)";"38163";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/2 Yutaka Sado. Filarmonica Teatro Regio Torino (33122)";"";"";"2015-11-09";"2015-11-09";"09-11-2015 - 09-11-2015";"object_id_32245";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33123";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/3 Antonello Manacorda. Orchestra e Coro del Teatro Regio (33123)/Antonello Manacorda. Orchestra e Coro del Teatro Regio (38164)";"38164";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/3 Antonello Manacorda. Orchestra e Coro del Teatro Regio (33123)";"";"";"2015-11-25";"2015-11-25";"25-11-2015 - 25-11-2015";"object_id_32246";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33124";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/4 Jan Latham-Koenig. Orchestra e Coro del Teatro Regio (33124)/4 Jan Latham-Koenig. Orchestra e Coro del Teatro Regio (38194)";"38194";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/4 Jan Latham-Koenig. Orchestra e Coro del Teatro Regio (33124)";"";"";"2016-01-22";"2016-01-22";"22-01-2016 - 22-01-2016";"object_id_32247";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33125";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/5 Gala Verdi-Wagner. Roberto Abbado. Orchestra e Coro del Teatro Regio (33125)/Gala Verdi-Wagner. Roberto Abbado. Orchestra e Coro del Teatro Regio (38195)";"38195";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/5 Gala Verdi-Wagner. Roberto Abbado. Orchestra e Coro del Teatro Regio (33125)";"";"";"2016-02-13";"2016-02-13";"13-02-2016 - 13-02-2016";"object_id_32248";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33126";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/2 Gala Verdi-Wagner (33126)/Gala Verdi-Wagner (38216)";"38216";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/2 Gala Verdi-Wagner (33126)";"";"";"2016-02-27";"2016-02-27";"27-02-2016 - 27-02-2016";"object_id_32253";"/Luoghi/Hong Kong (95310)";"/Edifici/Hong Kong Cultural Centre - Concert Hall (95362)"
"33127";"[]";"[]";"";"";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/C’era una volta... il Cinema (33127)";"";"";"2016-02-29";"2016-02-29";"29-02-2016 - 29-02-2016";"object_id_32255";"/Luoghi/Hong Kong (95310)";"/Edifici/Hong Kong City Hall - Concert Hall (95363)"
"33128";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/Messa da Requiem (33128)/Messa da Requiem (38217)";"38217";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/Messa da Requiem (33128)";"/Composizioni (52556)/Messa da Requiem (42401)";"";"2016-03-03";"2016-03-03";"03-03-2016 - 03-03-2016";"object_id_32256";"/Luoghi/Hong Kong (95310)";"/Edifici/Hong Kong Cultural Centre - Concert Hall (95362)"
"33129";"[]";"[
    {
        ""identificativo"": 26941,
        ""Nome"": ""Alcantara S.p.A."",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/Gianandrea Noseda. Orchestra e Coro del Teatro Regio (33129)/Gianandrea Noseda. Orchestra e Coro del Teatro Regio (38218)";"38218";"/Cronologia (52555)/Tournée e Concerti extra 2016 (32347)/Gianandrea Noseda. Orchestra e Coro del Teatro Regio (33129)";"";"";"2016-03-04";"2016-03-04";"04-03-2016 - 04-03-2016";"object_id_32258";"/Luoghi/Hong Kong (95310)";"/Edifici/Hong Kong Cultural Centre - Concert Hall (95362)"
"33130";"[
    {
        ""Identificativo"": 7169,
        ""Nome"": ""Andrea Anfossi"",
        ""Ruolo"": ""Luci""
    },
    {
        ""Identificativo"": 26983,
        ""Nome"": ""Alessandro Talevi"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 26984,
        ""Nome"": ""Madeleine Boyd"",
        ""Ruolo"": ""Costumista,Scenografo""
    },
    {
        ""Identificativo"": 26985,
        ""Nome"": ""Matt Haskins"",
        ""Ruolo"": ""Luci""
    },
    {
        ""Identificativo"": 7511,
        ""Nome"": ""Anna Maria Bruzzese"",
        ""Ruolo"": ""Assistente alla regia""
    }
]";"[
    {
        ""identificativo"": 26986,
        ""Nome"": ""Malmö Opera"",
        ""Ruolo"": ""Realizzazione,Attrezzeria,Sartoria""
    },
    {
        ""identificativo"": 7160,
        ""Nome"": ""Epoca (di Biagio), Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Attrezzeria""
    }
]";"/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/1 Cenerentola, La (38219),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/2 Cenerentola, La (38220),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/3 Cenerentola, La (38221),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/4 Cenerentola, La (38222),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/5 Cenerentola, La (38223),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/6 Cenerentola, La (38224),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/7 Cenerentola, La (38225),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)/8 Cenerentola, La (38230)";"38219,38220,38221,38222,38223,38224,38225,38230";"/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/10 Cenerentola, La (33130)";"/Composizioni (52556)/Cenerentola ossia la bontà in trionfo, La (40369)";"";"2016-03-15";"2016-03-24";"15-03-2016 - 24-03-2016";"object_id_32261";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33131";"[
    {
        ""Identificativo"": 7169,
        ""Nome"": ""Andrea Anfossi"",
        ""Ruolo"": ""Luci""
    },
    {
        ""Identificativo"": 11448,
        ""Nome"": ""Riccardo Fracchia"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 26984,
        ""Nome"": ""Madeleine Boyd"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 7860,
        ""Nome"": ""Laura Viglione"",
        ""Ruolo"": ""Costumista""
    }
]";"[
    {
        ""identificativo"": 26986,
        ""Nome"": ""Malmö Opera"",
        ""Ruolo"": ""Realizzazione,Attrezzeria""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 25013,
        ""Nome"": ""Associazione Amici del Regio"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 26851,
        ""Nome"": ""Banca Popolare, Novara"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 11301,
        ""Nome"": ""Fondazione Cosso, Marino (TO)"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Realizzazione,Attrezzeria""
    }
]";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/3 Cenerentola raccontata ai ragazzi, La (33131)/1 Cenerentola raccontata ai ragazzi, La (38227),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/3 Cenerentola raccontata ai ragazzi, La (33131)/2 Cenerentola raccontata ai ragazzi, La (38228),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/3 Cenerentola raccontata ai ragazzi, La (33131)/3 Cenerentola raccontata ai ragazzi, La (38229)";"38227,38228,38229";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/3 Cenerentola raccontata ai ragazzi, La (33131)";"";"";"2016-03-19";"2016-03-23";"19-03-2016 - 23-03-2016";"object_id_32262";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33132";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/6 Stefano Montanari. Filarmonica Teatro Regio Torino (33132)/Stefano Montanari. Filarmonica Teatro Regio Torino (38226)";"38226";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/6 Stefano Montanari. Filarmonica Teatro Regio Torino (33132)";"";"";"2016-03-14";"2016-03-14";"14-03-2016 - 14-03-2016";"object_id_32270";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33133";"[
    {
        ""Identificativo"": 27064,
        ""Nome"": ""Arturo Cirillo"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 27065,
        ""Nome"": ""Dario Gessati"",
        ""Ruolo"": ""Scenografo""
    },
    {
        ""Identificativo"": 27066,
        ""Nome"": ""Gianluca Falaschi"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""Identificativo"": 25977,
        ""Nome"": ""Riccardo Olivier"",
        ""Ruolo"": ""Coreografo""
    },
    {
        ""Identificativo"": 27067,
        ""Nome"": ""Giuseppe Calabrò"",
        ""Ruolo"": ""Luci""
    },
    {
        ""Identificativo"": 27068,
        ""Nome"": ""Antonio Ligas"",
        ""Ruolo"": ""Assistente alla regia""
    },
    {
        ""Identificativo"": 27069,
        ""Nome"": ""Gianmaria Sposito"",
        ""Ruolo"": ""Assistente ai costumi""
    }
]";"[
    {
        ""identificativo"": 27070,
        ""Nome"": ""Festival della Valle d’Itria"",
        ""Ruolo"": ""Realizzazione,Attrezzeria""
    },
    {
        ""identificativo"": 27071,
        ""Nome"": ""One Srl, Roma"",
        ""Ruolo"": ""Sartoria""
    },
    {
        ""identificativo"": 11188,
        ""Nome"": ""C.T.C. Calzature, Milano"",
        ""Ruolo"": ""Calzature""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    }
]";"/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)/1 Donna serpente, La (38244),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)/2 Donna serpente, La (38248),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)/3 Donna serpente, La (38249),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)/4 Donna serpente, La (38250),/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)/5 Donna serpente, La (38251)";"38244,38248,38249,38250,38251";"/Cronologia (52555)/Stagione d’Opera e Balletto 2015-2016 (32343)/11 Donna serpente, La (33133)";"/Composizioni (52556)/Donna serpente, La (42827)";"";"2016-04-14";"2016-04-24";"14-04-2016 - 24-04-2016";"object_id_32388";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33134";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/7 Karl-Heinz Steffens. Orchestra del Teatro Regio (33134)/Karl-Heinz Steffens. Orchestra del Teatro Regio (38246)";"38246";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/7 Karl-Heinz Steffens. Orchestra del Teatro Regio (33134)";"";"";"2016-03-30";"2016-03-30";"30-03-2016 - 30-03-2016";"object_id_32396";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33135";"[]";"[]";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/8 Fabio Luisi. Orchestra del Teatro Regio (33135)/Fabio Luisi. Orchestra del Teatro Regio (38252)";"38252";"/Cronologia (52555)/I Concerti 2015-2016 (32345)/8 Fabio Luisi. Orchestra del Teatro Regio (33135)";"";"";"2016-04-23";"2016-04-23";"23-04-2016 - 23-04-2016";"object_id_32405";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33136";"[
    {
        ""Identificativo"": 25434,
        ""Nome"": ""Francesca Marchegiano"",
        ""Ruolo"": ""Drammaturgo""
    },
    {
        ""Identificativo"": 25989,
        ""Nome"": ""Lisa Capaccioli"",
        ""Ruolo"": ""Regista""
    },
    {
        ""Identificativo"": 27102,
        ""Nome"": ""Giulia Breno"",
        ""Ruolo"": ""Illustratore,Scenografo""
    },
    {
        ""Identificativo"": 27103,
        ""Nome"": ""Ginevra Danielli"",
        ""Ruolo"": ""Costumista""
    }
]";"[
    {
        ""identificativo"": 27104,
        ""Nome"": ""Cantiere del Teatro, Como"",
        ""Ruolo"": ""Realizzazione,Sartoria""
    },
    {
        ""identificativo"": 27105,
        ""Nome"": ""Finder"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 25013,
        ""Nome"": ""Associazione Amici del Regio"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 26851,
        ""Nome"": ""Banca Popolare, Novara"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 11301,
        ""Nome"": ""Fondazione Cosso, Marino (TO)"",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/4 T come… Turandot! (33136)/2 T come… Turandot! (38254),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/4 T come… Turandot! (33136)/3 T come… Turandot! (38255),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/4 T come… Turandot! (33136)/T come… Turandot! (38253)";"38254,38255,38253";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/4 T come… Turandot! (33136)";"/Composizioni (52556)/T come... Turandot! (42836)";"";"2016-04-07";"2016-04-09";"07-04-2016 - 09-04-2016";"object_id_32410";"/Luoghi/Torino (95280)";"/Edifici/Piccolo Regio (95364)"
"33137";"[
    {
        ""Identificativo"": 7106,
        ""Nome"": ""Massimiliano Volpini"",
        ""Ruolo"": ""Coreografo,Regista,Video""
    },
    {
        ""Identificativo"": 7860,
        ""Nome"": ""Laura Viglione"",
        ""Ruolo"": ""Costumista""
    },
    {
        ""Identificativo"": 11326,
        ""Nome"": ""Mario Merlino"",
        ""Ruolo"": ""Luci""
    }
]";"[
    {
        ""identificativo"": 6441,
        ""Nome"": ""Teatro Regio, Torino"",
        ""Ruolo"": ""Realizzazione,Attrezzeria,Calzature,Sartoria""
    },
    {
        ""identificativo"": 7159,
        ""Nome"": ""Mario Audello, Torino"",
        ""Ruolo"": ""Parrucche""
    },
    {
        ""identificativo"": 27109,
        ""Nome"": ""Ecopack S.p.A."",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 21485,
        ""Nome"": ""Lions Club Torino Regio"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 25013,
        ""Nome"": ""Associazione Amici del Regio"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 26851,
        ""Nome"": ""Banca Popolare, Novara"",
        ""Ruolo"": ""Sponsor""
    },
    {
        ""identificativo"": 11301,
        ""Nome"": ""Fondazione Cosso, Marino (TO)"",
        ""Ruolo"": ""Sponsor""
    }
]";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137)/1 Pirandello Suite (38256),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137)/2 Pirandello Suite (38257),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137)/3 Pirandello Suite (38258),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137)/4 Pirandello Suite (38259)";"38256,38257,38258,38259";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Pirandello Suite (33137)";"/Composizioni (52556)/Pirandello Suite (42837)";"";"2016-04-20";"2016-04-22";"20-04-2016 - 22-04-2016";"object_id_32422";"/Luoghi/Torino (95280)";"/Edifici/Piccolo Regio Puccini (95350)"
"33138";"[]";"[]";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/1 Favola di Orfeo, La (33138)/Favola di Orfeo, La (38262)";"38262";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/1 Favola di Orfeo, La (33138)";"/Composizioni (52556)/Favola d’Orfeo, La (42838)";"";"2016-04-11";"2016-04-11";"11-04-2016 - 11-04-2016";"object_id_32433";"/Luoghi/Torino (95280)";"/Edifici/Piccolo Regio Puccini (95350)"
"33140";"[]";"[]";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/2 Chez Misia Sert (33140)/Chez Misia Sert (38263)";"38263";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/2 Chez Misia Sert (33140)";"";"";"2016-04-12";"2016-04-12";"12-04-2016 - 12-04-2016";"object_id_32437";"/Luoghi/Torino (95280)";"/Edifici/Teatro Vittoria (95366)"
"33141";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/100° anniversario Banca del Piemonte (33141)/100° anniversario Banca del Piemonte (38236),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/100° anniversario Banca del Piemonte (33141)/100° anniversario Banca del Piemonte (38237)";"38236,38237";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/100° anniversario Banca del Piemonte (33141)";"";"";"2012-03-22";"2012-03-23";"22-03-2012 - 23-03-2012";"object_id_32455";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33142";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/Semyon Bychkov. Orchestra Sinfonica Nazionale della Rai. Coro del Teatro Regio (33142)/Orchestra Sinfonica Nazionale della Rai. Coro del Teatro Regio (38241),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/Semyon Bychkov. Orchestra Sinfonica Nazionale della Rai. Coro del Teatro Regio (33142)/Orchestra Sinfonica Nazionale della Rai. Coro del Teatro Regio (38242)";"38241,38242";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/Semyon Bychkov. Orchestra Sinfonica Nazionale della Rai. Coro del Teatro Regio (33142)";"";"";"2012-06-07";"2012-06-08";"07-06-2012 - 08-06-2012";"object_id_32456";"/Luoghi/Torino (95280)";"/Edifici/Auditorium Rai Arturo Toscanini (95371)"
"33143";"[]";"[]";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/3 Omaggio a Casella (33143)/Omaggio a Casella (38265)";"38265";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/3 Omaggio a Casella (33143)";"";"";"2016-04-13";"2016-04-13";"13-04-2016 - 13-04-2016";"object_id_32470";"/Luoghi/Torino (95280)";"/Edifici/Piccolo Regio Puccini (95350)"
"33144";"[]";"[]";"";"";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/1 C’era una volta… il Cinema (33144)";"";"";"2012-09-08";"2012-09-08";"08-09-2012 - 08-09-2012";"object_id_32478";"/Luoghi/Torino (95280)";"/Edifici/Teatro Murialdo (95367)"
"33145";"[]";"[]";"";"";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/2 Bellissime (33145)";"";"";"2012-09-12";"2012-09-12";"12-09-2012 - 12-09-2012";"object_id_32488";"/Luoghi/Torino (95280)";"/Edifici/Salone San Luca (95368)"
"33146";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/3 Bertrand de Billy. Orchestra e Coro del Teatro Regio (33146)/Bertrand de Billy. Orchestra e Coro del Teatro Regio (38266),/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/3 Bertrand de Billy. Orchestra e Coro del Teatro Regio (33146)/Bertrand de Billy. Orchestra e Coro del Teatro Regio (38267)";"38266,38267";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/3 Bertrand de Billy. Orchestra e Coro del Teatro Regio (33146)";"";"";"2012-09-13";"2012-09-13";"13-09-2012 - 13-09-2012";"object_id_32498";"/Luoghi/Torino (95280)";"/Edifici/Teatro Regio (95322)"
"33147";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/4 Claudio Fenoglio. Coro del Teatro Regio (33147)/Claudio Fenoglio. Coro del Teatro Regio (38268)";"38268";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/4 Claudio Fenoglio. Coro del Teatro Regio (33147)";"";"";"2012-09-16";"2012-09-16";"16-09-2012 - 16-09-2012";"object_id_32505";"/Luoghi/Torino (95280)";"/Edifici/Chiesa di San Giovanni Vianney (95369)"
"33148";"[]";"[]";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/5 Quartetto del Teatro Regio di Torino (33148)/Quartetto del Teatro Regio di Torino (38269)";"38269";"/Cronologia (52555)/Tournée e Concerti extra 2012 (32328)/MITO Settembre Musica 2012 (32349)/5 Quartetto del Teatro Regio di Torino (33148)";"";"";"2012-09-21";"2012-09-21";"21-09-2012 - 21-09-2012";"object_id_32507";"/Luoghi/Torino (95280)";"/Edifici/Chiesa di San Grato (95370)"
"33149";"[]";"[]";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/4 Casella sinfonico (33149)/Casella sinfonico (38270)";"38270";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/4 Casella sinfonico (33149)";"";"";"2016-04-15";"2016-04-15";"15-04-2016 - 15-04-2016";"object_id_32511";"/Luoghi/Torino (95280)";"/Edifici/Auditorium Rai Arturo Toscanini (95371)"
"33150";"[]";"[]";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/5 Casella da camera (33150)/Casella da camera (38272)";"38272";"/Cronologia (52555)/Festival Casella 11-24 aprile 2016 (32348)/5 Casella da camera (33150)";"";"";"2016-04-16";"2016-04-16";"16-04-2016 - 16-04-2016";"object_id_32518";"/Luoghi/Torino (95280)";"/Edifici/Palazzo Barolo (95372)"
"33151";"[
    {
        ""Identificativo"": 27195,
        ""Nome"": ""Violaine Fournier"",
        ""Ruolo"": ""Ideazione,Regista""
    },
    {
        ""Identificativo"": 27196,
        ""Nome"": ""Francesca Testi"",
        ""Ruolo"": ""Costumista,Scenografo""
    }
]";"[
    {
        ""identificativo"": 27198,
        ""Nome"": ""Cantieri del Teatro, Como"",
        ""Ruolo"": ""Realizzazione,Sartoria""
    }
]";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Nessun dorma! Briciole di Turandot (33151)/1 Nessun dorma! Briciole di Turandot (38274),/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Nessun dorma! Briciole di Turandot (33151)/2 Nessun dorma! Briciole di Turandot (38275)";"38274,38275";"/Cronologia (52555)/La Scuola all’Opera - Al Regio in Famiglia 2015-2016 (32346)/6 Nessun dorma! Briciole di Turandot (33151)";"";"";"2016-05-07";"2016-05-07";"07-05-2016 - 07-05-2016";"object_id_32530";"/Luoghi/Torino (95280)";"/Edifici/Teatrio Regio (95328)"
