performance_id,composition_title,start_date,end_date,year,date_text,first_location,first_building,related_compositions,source_id
33088,Norma,2015-07-12,2015-07-26,2015.0,12-07-2015 - 26-07-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Norma (40022),object_id_31749
33089,Danze polovesiane,2011-10-14,2011-10-18,2011.0,14-10-2011 - 18-10-2011,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Danze polovesiane (42381),object_id_31764
33090,"Spectre de la rose, Le",2011-10-14,2011-10-18,2011.0,14-10-2011 - 18-10-2011,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Spectre de la rose, Le (41924)",object_id_31770
33091,"Morte del cigno, La",2011-10-14,2011-10-18,2011.0,14-10-2011 - 18-10-2011,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Morte del cigno, La (42763)",object_id_31776
33092,,2011-10-14,2011-10-18,2011.0,14-10-2011 - 18-10-2011,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_31783
33093,,2012-12-18,2012-12-18,2012.0,18-12-2012 - 18-12-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_31790
33094,,2013-01-28,2013-01-30,2013.0,28-01-2013 - 30-01-2013,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_31793
33095,,2013-02-21,2013-02-22,2013.0,21-02-2013 - 22-02-2013,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_31826
33096,"Piccolo spazzacamino, Il",2013-03-19,2013-03-25,2013.0,19-03-2013 - 25-03-2013,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Piccolo spazzacamino, Il (42417)",object_id_31862
33097,,2012-04-22,2012-04-22,2012.0,22-04-2012 - 22-04-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_31898
33098,,2013-05-24,2013-05-25,2013.0,24-05-2013 - 25-05-2013,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_31901
33099,,2013-05-11,2013-05-11,2013.0,11-05-2013 - 11-05-2013,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_31911
33100,Iolanta,1980-04-08,1980-04-30,1980.0,08-04-1980 - 30-04-1980,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Iolanta (42107),object_id_32014
33101,Dido and Æneas,2015-11-19,2015-11-28,2015.0,19-11-2015 - 28-11-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Dido and Æneas (40266),object_id_32020
33102,Anna Karenina,2015-12-03,2015-12-06,2015.0,03-12-2015 - 06-12-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Anna Karenina (42788),object_id_32046
33103,Onegin,2015-12-10,2015-12-13,2015.0,10-12-2015 - 13-12-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Onegin (42789),object_id_32053
33104,Carmina Burana,2015-12-17,2015-12-22,2015.0,17-12-2015 - 22-12-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Carmina Burana (40222),object_id_32060
33105,,2015-12-28,2015-12-31,2015.0,28-12-2015 - 31-12-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32103
33106,La piccola volpe astuta,2016-01-19,2016-01-26,2016.0,19-01-2016 - 26-01-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/La piccola volpe astuta (40140),object_id_32118
33107,,2016-01-27,2016-01-28,2016.0,27-01-2016 - 28-01-2016,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_32144
33108,Carmina Burana,2015-12-18,2015-12-18,2015.0,18-12-2015 - 18-12-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Carmina Burana (40222),object_id_32182
33109,Cats,2016-02-25,2016-02-28,2016.0,25-02-2016 - 28-02-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Cats (42799),object_id_32209
33110,,2012-12-17,2012-12-17,2012.0,17-12-2012 - 17-12-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32231
33111,,2013-01-28,2013-01-28,2013.0,28-01-2013 - 28-01-2013,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32233
33112,,2013-02-25,2013-02-25,2013.0,25-02-2013 - 25-02-2013,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32234
33113,,2013-03-16,2013-03-16,2013.0,16-03-2013 - 16-03-2013,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32235
33114,,2013-05-21,2013-05-21,2013.0,21-05-2013 - 21-05-2013,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32236
33115,,2014-11-22,2014-11-22,2014.0,22-11-2014 - 22-11-2014,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32237
33116,,2015-01-22,2015-01-22,2015.0,22-01-2015 - 22-01-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32238
33117,,2015-02-02,2015-02-02,2015.0,02-02-2015 - 02-02-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32239
33118,,2015-02-23,2015-02-23,2015.0,23-02-2015 - 23-02-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32240
33119,,2015-03-26,2015-03-26,2015.0,26-03-2015 - 26-03-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32241
33120,,2015-04-13,2015-04-13,2015.0,13-04-2015 - 13-04-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32242
33121,,2015-05-18,2015-05-18,2015.0,18-05-2015 - 18-05-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32243
33122,,2015-11-09,2015-11-09,2015.0,09-11-2015 - 09-11-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32245
33123,,2015-11-25,2015-11-25,2015.0,25-11-2015 - 25-11-2015,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32246
33124,,2016-01-22,2016-01-22,2016.0,22-01-2016 - 22-01-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32247
33125,,2016-02-13,2016-02-13,2016.0,13-02-2016 - 13-02-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32248
33126,,2016-02-27,2016-02-27,2016.0,27-02-2016 - 27-02-2016,/Luoghi/Hong Kong (95310),/Edifici/Hong Kong Cultural Centre - Concert Hall (95362),,object_id_32253
33127,,2016-02-29,2016-02-29,2016.0,29-02-2016 - 29-02-2016,/Luoghi/Hong Kong (95310),/Edifici/Hong Kong City Hall - Concert Hall (95363),,object_id_32255
33128,Messa da Requiem,2016-03-03,2016-03-03,2016.0,03-03-2016 - 03-03-2016,/Luoghi/Hong Kong (95310),/Edifici/Hong Kong Cultural Centre - Concert Hall (95362),/Composizioni (52556)/Messa da Requiem (42401),object_id_32256
33129,,2016-03-04,2016-03-04,2016.0,04-03-2016 - 04-03-2016,/Luoghi/Hong Kong (95310),/Edifici/Hong Kong Cultural Centre - Concert Hall (95362),,object_id_32258
33130,"Cenerentola ossia la bontà in trionfo, La",2016-03-15,2016-03-24,2016.0,15-03-2016 - 24-03-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Cenerentola ossia la bontà in trionfo, La (40369)",object_id_32261
33131,,2016-03-19,2016-03-23,2016.0,19-03-2016 - 23-03-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32262
33132,,2016-03-14,2016-03-14,2016.0,14-03-2016 - 14-03-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32270
33133,"Donna serpente, La",2016-04-14,2016-04-24,2016.0,14-04-2016 - 24-04-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Donna serpente, La (42827)",object_id_32388
33134,,2016-03-30,2016-03-30,2016.0,30-03-2016 - 30-03-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32396
33135,,2016-04-23,2016-04-23,2016.0,23-04-2016 - 23-04-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32405
33136,T come... Turandot!,2016-04-07,2016-04-09,2016.0,07-04-2016 - 09-04-2016,/Luoghi/Torino (95280),/Edifici/Piccolo Regio (95364),/Composizioni (52556)/T come... Turandot! (42836),object_id_32410
33137,Pirandello Suite,2016-04-20,2016-04-22,2016.0,20-04-2016 - 22-04-2016,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),/Composizioni (52556)/Pirandello Suite (42837),object_id_32422
33138,"Favola d’Orfeo, La",2016-04-11,2016-04-11,2016.0,11-04-2016 - 11-04-2016,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),"/Composizioni (52556)/Favola d’Orfeo, La (42838)",object_id_32433
33140,,2016-04-12,2016-04-12,2016.0,12-04-2016 - 12-04-2016,/Luoghi/Torino (95280),/Edifici/Teatro Vittoria (95366),,object_id_32437
33141,,2012-03-22,2012-03-23,2012.0,22-03-2012 - 23-03-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32455
33142,,2012-06-07,2012-06-08,2012.0,07-06-2012 - 08-06-2012,/Luoghi/Torino (95280),/Edifici/Auditorium Rai Arturo Toscanini (95371),,object_id_32456
33143,,2016-04-13,2016-04-13,2016.0,13-04-2016 - 13-04-2016,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_32470
33144,,2012-09-08,2012-09-08,2012.0,08-09-2012 - 08-09-2012,/Luoghi/Torino (95280),/Edifici/Teatro Murialdo (95367),,object_id_32478
33145,,2012-09-12,2012-09-12,2012.0,12-09-2012 - 12-09-2012,/Luoghi/Torino (95280),/Edifici/Salone San Luca (95368),,object_id_32488
33146,,2012-09-13,2012-09-13,2012.0,13-09-2012 - 13-09-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32498
33147,,2012-09-16,2012-09-16,2012.0,16-09-2012 - 16-09-2012,/Luoghi/Torino (95280),/Edifici/Chiesa di San Giovanni Vianney (95369),,object_id_32505
33148,,2012-09-21,2012-09-21,2012.0,21-09-2012 - 21-09-2012,/Luoghi/Torino (95280),/Edifici/Chiesa di San Grato (95370),,object_id_32507
33149,,2016-04-15,2016-04-15,2016.0,15-04-2016 - 15-04-2016,/Luoghi/Torino (95280),/Edifici/Auditorium Rai Arturo Toscanini (95371),,object_id_32511
33150,,2016-04-16,2016-04-16,2016.0,16-04-2016 - 16-04-2016,/Luoghi/Torino (95280),/Edifici/Palazzo Barolo (95372),,object_id_32518
33151,,2016-05-07,2016-05-07,2016.0,07-05-2016 - 07-05-2016,/Luoghi/Torino (95280),/Edifici/Teatrio Regio (95328),,object_id_32530
33152,,2016-04-16,2016-04-16,2016.0,16-04-2016 - 16-04-2016,/Luoghi/Torino (95280),/Edifici/Teatro Vittoria (95366),,object_id_32561
33153,Pollicino,2016-05-28,2016-05-31,2016.0,28-05-2016 - 31-05-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Pollicino (42880),object_id_32566
33154,"Donna serpente, La",2016-04-19,2016-04-21,2016.0,19-04-2016 - 21-04-2016,/Luoghi/Moncalieri (95311),/Edifici/Fonderie Limone (95373),"/Composizioni (52556)/Donna serpente, La (42827)",object_id_32587
33155,,2016-05-16,2016-05-16,2016.0,16-05-2016 - 16-05-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32592
33156,,2016-04-22,2016-04-22,2016.0,22-04-2016 - 22-04-2016,/Luoghi/Torino (95280),/Edifici/Cinema Massimo - Sala 3 (95374),,object_id_32607
33157,,2016-04-22,2016-04-22,2016.0,22-04-2016 - 22-04-2016,/Luoghi/Torino (95280),/Edifici/Cinema Massimo - Sala 3 (95374),,object_id_32626
33158,Lucia di Lammermoor,2016-05-29,2016-05-29,2016.0,29-05-2016 - 29-05-2016,/Luoghi/Essen (95312),/Edifici/Philharmonie (95375),/Composizioni (52556)/Lucia di Lammermoor (40083),object_id_32636
33159,Pollicino,2016-05-28,2016-05-31,2016.0,28-05-2016 - 31-05-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Pollicino (42880),object_id_32639
33160,Carmen,2016-06-22,2016-07-03,2016.0,22-06-2016 - 03-07-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Carmen (40033),object_id_32654
33161,Madama Butterfly,2016-07-12,2016-07-12,2016.0,12-07-2016 - 12-07-2016,/Luoghi/Torino (95280),/Edifici/Piazza San Carlo (95360),/Composizioni (52556)/Madama Butterfly (40248),object_id_32715
33162,,2016-07-15,2016-07-15,2016.0,15-07-2016 - 15-07-2016,/Luoghi/Torino (95280),/Edifici/Piazza San Carlo (95360),,object_id_32717
33163,,2016-10-18,2016-10-21,2016.0,18-10-2016 - 21-10-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32771
33164,"Bohème, La",2016-08-02,2016-08-06,2016.0,02-08-2016 - 06-08-2016,/Luoghi/Savonlinna (95313),/Edifici/Olavinlinna Castle (95376),"/Composizioni (52556)/Bohème, La (40235)",object_id_32784
33165,Norma,2016-08-03,2016-08-05,2016.0,03-08-2016 - 05-08-2016,/Luoghi/Savonlinna (95313),/Edifici/Olavinlinna Castle (95376),/Composizioni (52556)/Norma (40022),object_id_32788
33166,,2016-10-22,2016-10-22,2016.0,22-10-2016 - 22-10-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32802
33167,,2016-11-15,2016-11-26,2016.0,15-11-2016 - 26-11-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32841
33168,,2016-11-25,2016-11-25,2016.0,25-11-2016 - 25-11-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32874
33169,,2016-12-06,2016-12-11,2016.0,06-12-2016 - 11-12-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32882
33170,,2016-12-19,2016-12-19,2016.0,19-12-2016 - 19-12-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32929
33171,Pagliacci,2017-01-11,2017-01-22,2017.0,11-01-2017 - 22-01-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Pagliacci (40143),object_id_32943
33172,,2016-12-30,2016-12-31,2016.0,30-12-2016 - 31-12-2016,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32944
33173,,2017-01-21,2017-01-21,2017.0,21-01-2017 - 21-01-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_32995
33174,,2017-01-27,2017-01-27,2017.0,27-01-2017 - 27-01-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33022
33175,,2012-06-04,2012-06-04,2012.0,04-06-2012 - 04-06-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33037
33176,,2011-11-24,2012-11-25,2011.0,24-11-2011 - 25-11-2012,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_33042
33177,,2011-12-14,2011-12-16,2011.0,14-12-2011 - 16-12-2011,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_33048
33178,,2017-02-06,2017-02-06,2017.0,06-02-2017 - 06-02-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33071
33179,Katia Kabanova,2017-02-15,2017-02-23,2017.0,15-02-2017 - 23-02-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Katia Kabanova (40139),object_id_33078
33180,Children’s Crusade,2012-01-26,2012-01-27,2012.0,26-01-2012 - 27-01-2012,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),/Composizioni (52556)/Children’s Crusade (42765),object_id_33092
33181,,2012-02-02,2012-02-03,2012.0,02-02-2012 - 03-02-2012,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33096
33182,,2017-02-22,2017-02-22,2017.0,22-02-2017 - 22-02-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33107
33183,,2011-05-09,2011-05-09,2011.0,09-05-2011 - 09-05-2011,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_33154
33184,,2017-03-02,2017-03-04,2017.0,02-03-2017 - 04-03-2017,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_33158
33185,Manon Lescaut,2017-03-14,2017-03-26,2017.0,14-03-2017 - 26-03-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Manon Lescaut (40252),object_id_33180
33186,,2017-04-10,2017-04-10,2017.0,10-04-2017 - 10-04-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33212
33187,"Incoronazione di Dario, L’",2017-04-13,2017-04-23,2017.0,13-04-2017 - 23-04-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Incoronazione di Dario, L’ (42962)",object_id_33222
33188,,2017-04-21,2017-04-21,2017.0,21-04-2017 - 21-04-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33229
33189,,2017-05-06,2017-05-06,2017.0,06-05-2017 - 06-05-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33256
33190,Tristan und Isolde,2017-10-10,2017-10-22,2017.0,10-10-2017 - 22-10-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Tristan und Isolde (42123),object_id_33321
33191,Falstaff,2017-11-15,2017-11-26,2017.0,15-11-2017 - 26-11-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Falstaff (40398),object_id_33322
33192,,2017-12-13,2017-12-19,2017.0,13-12-2017 - 19-12-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33324
33193,,2017-12-29,2017-12-31,2017.0,29-12-2017 - 31-12-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33325
33194,Turandot,2018-01-16,2018-01-25,2018.0,16-01-2018 - 25-01-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Turandot (40257),object_id_33326
33195,"Orfeo, L’",2018-03-13,2018-03-21,2018.0,13-03-2018 - 21-03-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Orfeo, L’ (40399)",object_id_33328
33196,"Barbiere di Siviglia, Il",2018-03-16,2018-03-25,2018.0,16-03-2018 - 25-03-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Barbiere di Siviglia, Il (40310)",object_id_33329
33197,"Lombardi alla prima crociata, I",2018-04-17,2018-04-28,2018.0,17-04-2018 - 28-04-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Lombardi alla prima crociata, I (42369)",object_id_33330
33198,Evita,2018-05-04,2018-05-09,2018.0,04-05-2018 - 09-05-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Evita (42979),object_id_33331
33199,"Voix humaine, La",2018-05-16,2018-05-27,2018.0,16-05-2018 - 27-05-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Voix humaine, La (40658)",object_id_33333
33200,"Segreto di Susanna, Il",2018-05-16,2018-05-27,2018.0,16-05-2018 - 27-05-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Segreto di Susanna, Il (42986)",object_id_33334
33201,"Segreto di Susanna, Il",1920-01-10,1920-01-10,1920.0,10-01-1920 - 10-01-1920,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Segreto di Susanna, Il (42986)",object_id_33336
33202,"Voix humaine, La",1969-03-13,1969-03-13,1969.0,13 marzo 1969,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),"/Composizioni (52556)/Voix humaine, La (40658)",object_id_33340
33203,"Segreto di Susanna, Il",1947-11-01,1947-11-01,1947.0,01-11-1947 - 01-11-1947,/Luoghi/Torino (95280),/Edifici/Teatro Carignano (95331),"/Composizioni (52556)/Segreto di Susanna, Il (42986)",object_id_33342
33204,,2018-05-20,2018-05-20,2018.0,20-05-2018 - 20-05-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33354
33205,#Antropocene,2018-05-25,2018-05-26,2018.0,25-05-2018 - 26-05-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/#Antropocene (42987),object_id_33356
33206,,2017-11-13,2017-11-13,2017.0,13-11-2017 - 13-11-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33367
33207,,2017-11-25,2017-11-25,2017.0,25-11-2017 - 25-11-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33368
33208,,2017-12-18,2017-12-18,2017.0,18-12-2017 - 18-12-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33369
33209,,2017-12-22,2017-12-22,2017.0,22-12-2017 - 22-12-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33370
33210,,2018-01-22,2018-01-22,2018.0,22-01-2018 - 22-01-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33371
33211,,2018-02-28,2018-02-28,2018.0,28-02-2018 - 28-02-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33373
33212,,2018-03-30,2018-03-30,2018.0,30-03-2018 - 30-03-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33374
33213,,2018-04-05,2018-04-05,2018.0,05-04-2018 - 05-04-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33375
33214,,2018-04-27,2018-04-27,2018.0,27-04-2018 - 27-04-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33376
33215,,2001-07-03,2001-07-15,2001.0,03-07-2001 - 15-07-2001,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33380
33216,,2018-04-05,2018-04-07,2018.0,05-04-2018 - 07-04-2018,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),,object_id_33430
33217,"Carnaval des animaux, Le",2018-02-09,2018-04-20,2018.0,09-02-2018 - 20-04-2018,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),"/Composizioni (52556)/Carnaval des animaux, Le (42120)",object_id_33436
33218,,2018-03-22,2018-03-24,2018.0,22-03-2018 - 24-03-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33486
33219,Ciottolino,2018-03-06,2018-03-18,2018.0,06-03-2018 - 18-03-2018,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),/Composizioni (52556)/Ciottolino (40097),object_id_33492
33220,,2018-03-10,2018-03-10,2018.0,10-03-2018 - 10-03-2018,/Luoghi/Torino (95280),"/Edifici/Foyer del Toro, Teatro Regio, Torino (95380)",,object_id_33507
33221,"Nozze di Figaro, Le",2018-06-26,2018-07-06,2018.0,26-06-2018 - 06-07-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),"/Composizioni (52556)/Nozze di Figaro, Le (40200)",object_id_33550
33222,Don Giovanni ossia Il dissoluto punito,2018-06-27,2018-07-07,2018.0,27-06-2018 - 07-07-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Don Giovanni ossia Il dissoluto punito (40194),object_id_33551
33223,,2017-09-25,2018-06-21,2017.0,25-09-2017 - 21-06-2018,/Luoghi/Caselle Torinese (TO) (95315),/Edifici/Aeroporto (95668),,object_id_33559
33224,Così fan tutte ossia La scuola degli amanti,2018-06-28,2018-07-08,2018.0,28-06-2018 - 08-07-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),/Composizioni (52556)/Così fan tutte ossia La scuola degli amanti (40193),object_id_33595
33225,"Favola di Natale, La",2018-01-25,2018-01-27,2018.0,25-01-2018 - 27-01-2018,/Luoghi/Torino (95280),/Edifici/Piccolo Regio Puccini (95350),"/Composizioni (52556)/Favola di Natale, La (43046)",object_id_33687
33226,,2017-12-21,2017-12-21,2017.0,21-12-2017 - 21-12-2017,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_33763
33227,,2018-09-03,2018-09-18,2018.0,03-09-2018 - 18-09-2018,,,,object_id_33825
33228,"Elisir d’amore, L’",1969-04-24,1969-04-29,1969.0,24-04-1969 - 29-04-1969,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),"/Composizioni (52556)/Elisir d’amore, L’ (40077)",object_id_33996
33229,,2018-11-05,2018-11-05,2018.0,05-11-2018 - 05-11-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_34009
33230,,2017-09-06,2017-09-21,2017.0,06-09-2017 - 21-09-2017,,,,object_id_34078
33231,Giovanna d’Arco al rogo,1967-03-30,1967-04-04,1967.0,30-03-1967 - 04-04-1967,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),/Composizioni (52556)/Giovanna d’Arco al rogo (40135),object_id_34083
33232,,2018-11-17,2018-11-17,2018.0,17-11-2018 - 17-11-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_34106
33233,"Arlecchino, oder Die Fenster, op. 50, KV 270",1967-03-30,1967-04-04,1967.0,30-03-1967 - 04-04-1967,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),"/Composizioni (52556)/Arlecchino, oder Die Fenster, op. 50, KV 270 (43104)",object_id_34113
33234,"Rosenkavalier, Der",1967-05-05,1967-05-10,1967.0,05-05-1967 - 10-05-1967,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),"/Composizioni (52556)/Rosenkavalier, Der (42073)",object_id_34119
33235,Aida,2017-09-14,2017-09-17,2017.0,14-09-2017 - 17-09-2017,/Luoghi/Muscat (Oman) (95316),/Edifici/Royal Opera House (95334),/Composizioni (52556)/Aida (40322),object_id_34123
33236,,2017-08-18,2017-08-20,2017.0,18-08-2017 - 20-08-2017,/Luoghi/Edimburgo (Scozia) (95317),/Edifici/Edinburgh Festival Theatre (95383),,object_id_34141
33237,Tristan und Isolde,1971-03-09,1971-03-18,1971.0,09-03-1971 - 18-03-1971,/Luoghi/Torino (95280),/Edifici/Teatro Nuovo (95378),/Composizioni (52556)/Tristan und Isolde (42123),object_id_34146
33238,"Bohème, La",2017-08-25,2017-08-27,2017.0,25-08-2017 - 27-08-2017,/Luoghi/Edimburgo (Scozia) (95317),/Edifici/Edinburgh Festival Theatre (95383),"/Composizioni (52556)/Bohème, La (40235)",object_id_34149
33239,,2018-11-22,2018-11-23,2018.0,22-11-2018 - 23-11-2018,/Luoghi/Torino (95280),/Edifici/Teatro Regio (95322),,object_id_34173
